model_id,transformers_version,torch_version,gpu,prompt_template_version,generation_config,timestamp,slurm_job_id,git_commit,persona_id,country,gender,age,profession,topic,response_condition,raw_text,normalized_text,strict_parsed_rating,strict_is_valid,salvaged_rating,salvage_method,is_abstention,parse_failure_reason
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01114,Egypt,male,45,bank teller,religion and secularism,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01114,Egypt,male,45,bank teller,economic redistribution,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01114,Egypt,male,45,bank teller,economic redistribution,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01114,Egypt,male,45,bank teller,trust in government,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01114,Egypt,male,45,bank teller,trust in government,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,climate change,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,climate change,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,gender equality,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,gender equality,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,immigration,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,immigration,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,lgbtq rights,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,lgbtq rights,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,religion and secularism,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,religion and secularism,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,economic redistribution,A_forced,2,2,2,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,economic redistribution,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,trust in government,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01115,Egypt,male,45,business manager,trust in government,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,climate change,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,climate change,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,gender equality,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,gender equality,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,immigration,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,immigration,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,lgbtq rights,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,lgbtq rights,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,religion and secularism,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,religion and secularism,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,economic redistribution,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,economic redistribution,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,trust in government,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01116,Egypt,male,45,cashier,trust in government,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,climate change,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,climate change,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,gender equality,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,gender equality,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,immigration,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,immigration,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,lgbtq rights,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,lgbtq rights,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,religion and secularism,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,religion and secularism,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,economic redistribution,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,economic redistribution,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,trust in government,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01117,Egypt,male,45,chef,trust in government,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,climate change,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,climate change,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,gender equality,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,gender equality,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,immigration,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,immigration,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,lgbtq rights,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,lgbtq rights,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,religion and secularism,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,religion and secularism,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,economic redistribution,A_forced,2,2,2,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,economic redistribution,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,trust in government,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01118,Egypt,male,45,civil engineer,trust in government,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,climate change,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,climate change,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,gender equality,A_forced,4,4,4,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,gender equality,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,immigration,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,immigration,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,lgbtq rights,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,lgbtq rights,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,religion and secularism,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,religion and secularism,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,economic redistribution,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,economic redistribution,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,trust in government,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01119,Egypt,male,45,computer programmer,trust in government,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,climate change,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,climate change,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,gender equality,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,gender equality,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,immigration,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,immigration,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,lgbtq rights,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,lgbtq rights,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,religion and secularism,A_forced,3,3,3,True,,,False,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,religion and secularism,B_optional,NA,NA,NA,True,,,True,none
Qwen/Qwen3-8B,5.14.1,2.6.0+cu124,NVIDIA RTX A6000,health_v1,"{""do_sample"": false, ""max_new_tokens"": 30, ""repetition_penalty"": 1.0}",2026-07-23T23:45:08.908452+00:00,951989,unknown,P01120,Egypt,male,45,construction worker,economic redistribution,A_forced,2,2,2,True,,,False,none
