persona_id,topic,response_condition,raw_text,parse_failure_reason,audit_salvaged_rating
P00420,climate change,B_optional,"Iwouldrespondwith4,asAnaislikelytobeawareoftheseriousnessoftheclimatechangeissueandtheneedforgovernmentaction.However",other_malformed,4
P00420,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iamnotentirelycertain,as",other_malformed,4
P00420,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAnawouldviewthisstatementas""Thegovernmentcangenerallybetrustedtoactinthebestinterest",other_malformed,4
P00421,climate change,B_optional,"Iwouldrespondwith4,asAnaisthoughttotobeacommittedtoenvironmentalresponsibilityandisawomanofaccounting,shesh",other_malformed,4
P00421,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iamnotentirelycertain,as",other_malformed,4
P00421,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAnawouldviewthisstatementasamoderatelypositiveone.WhileIcan'tbe100",other_malformed,4
P00422,climate change,B_optional,"Iwouldrespondwith4,asAnaislikelytobeawareoftheseriousnessoftheclimatechangeissueandtheneedforgovernmentaction.However",other_malformed,4
P00422,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iwouldliketoprovidean",other_malformed,4
P00423,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanworkinginthearchitecturalfield,whichtypicallyinvolvesworkingonprojectsthatconcernthe",other_malformed,4
P00423,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.Asanarchitect,shewouldlikelybelook",other_malformed,4
P00423,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAnawouldviewthisstatementasamoderatelypositiveone.WhileIcan'tbe100",other_malformed,4
P00424,climate change,B_optional,"Iwouldrespondwith4,asAnaislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandthereforelikelytoagree",other_malformed,4
P00424,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iwouldliketoprovidean",other_malformed,4
P00425,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanwhoisconcernedaboutthefutureandtheimpactsofclimatechangeonfuturegenerations.Shewould",other_malformed,4
P00425,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iamnotentirelycertain,as",other_malformed,4
P00426,climate change,B_optional,"Iwouldrespondwith4,asAnais65yearsoldandlikelytobeawareoftheimplicationsofclimatechangeandtheneedforgovernment",other_malformed,4
P00426,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iamnotentirelycertain,as",other_malformed,4
P00427,climate change,B_optional,"Iwouldrespondwith4,asAnaislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandthereforelikelytoagree",other_malformed,4
P00427,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iwouldliketoprovidean",other_malformed,4
P00428,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanworkinginthefieldofcivilengineering,whichiscloselyrelatedtoclimatechangeandtheenvironment.",other_malformed,4
P00428,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAnawouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesinallas",other_malformed,4
P00429,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanwhoisconcernedabouttheenvironmentandthefutureofherchildrenandgrandchildren.Shewouldlikely",other_malformed,4
P00429,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iwouldliketoprovidean",other_malformed,4
P00430,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanfromacountry(Brazil)thatissufferingthedevastatingeffectsofclimatechange,",other_malformed,4
P00430,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iwouldliketoprovidean",other_malformed,4
P00430,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAnawouldviewthisstatementasamoderatelypositiveone.WhileIcan'tdetailsthe",other_malformed,4
P00431,climate change,B_optional,"Iwouldrespondwith4,asAnaisthoughttotobeacommittedtohelpingtheworldandmakingastudentoftheenvironmentalsc",other_malformed,4
P00431,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.Asawomanworkinginabusiness-focused",other_malformed,4
P00432,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanwhoisconcernedabouttheenvironmentandthefutureoftheplanet.Shewouldlikelybeawareof",other_malformed,4
P00432,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iwouldliketoprovidean",other_malformed,4
P00433,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanwhoisconcernedabouttheenvironmentandthefutureoftheplanet.Asanelementaryschoolteacher,",other_malformed,4
P00433,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iamnotentirelycertain,as",other_malformed,4
P00434,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanfromafarmingbackground,whichtypicallyhasastrongconnectiontoagrowingenvironment.",other_malformed,4
P00434,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfarmerandidentifiesasawoman,shewouldlikelybelookingforequalrightsandopportunities",other_malformed,4
P00435,climate change,B_optional,"Iwouldrespondwith4,asIimagineAnawouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediategovern",other_malformed,4
P00435,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAnawouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesinallas",other_malformed,4
P00436,climate change,B_optional,"Iwouldrespondwith4,asIimagineAnawouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediategovern",other_malformed,4
P00436,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAnawouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesinallas",other_malformed,4
P00437,climate change,B_optional,"Iwouldrespondwith4,asAnaislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandthereforelikelytoagree",other_malformed,4
P00437,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfemaleandidentifiessheasawoman,whichmeansshebelievesinequalitybetweensex",other_malformed,4
P00437,trust in government,B_optional,"Iwouldrespondwith4,asIthinkAnawouldviewthisstatementas""Thegovernmentcangenerallybetrustedtoactinthebestinterest",other_malformed,4
P00438,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanworkinginjournalism,whichsuggestsshemaybewellinformedaboutcurrenteventsandthe",other_malformed,4
P00438,gender equality,B_optional,"Iwouldrespondwith4,asIthinkAnawouldagreewiththestatement.""Menandwomenshouldhaveequalrightsandopportunitiesinallas",other_malformed,4
P00439,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanoflawandlikelyconcernedaboutthefutureandtheimpactofclimatechangeonfuturegenerations,",other_malformed,4
P00439,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.Asawomanandajuror,I",other_malformed,4
P00440,climate change,B_optional,"Iwouldrespondwith4,asAnaislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandthereforelikelytoagree",other_malformed,4
P00440,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iwouldliketoprovidean",other_malformed,4
P00441,climate change,B_optional,"Iwouldrespondwith4,asIimagineAnawouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediategovern",other_malformed,4
P00442,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanwhoisconcernedabouttheenvironmentandthefutureofhergrandchildren.Shewouldlikelybeaware",other_malformed,4
P00443,climate change,B_optional,"Iwouldrespondwith4,asAnaislikelytobeawareoftheseriousnessandurgencyoftheclimatechangeissueandthereforelikelytoagree",other_malformed,4
P00443,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iamnotentirelycertain,as",other_malformed,4
P00444,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanworkinginagivenfield(policedoctorate)whereclimatechangeissignificantly",other_malformed,4
P00444,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iamnotentirelycertain,as",other_malformed,4
P00445,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanwhoisconcernedabouttheenvironmentandthefutureofhergrandchildren.Shewouldlikelybeaware",other_malformed,4
P00445,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iwouldliketoprovidean",other_malformed,4
P00446,climate change,B_optional,"Iwouldrespondwith4,asIimagineAnawouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediategovern",other_malformed,4
P00446,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.Asaroguednurse,Iam",other_malformed,4
P00447,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanworkinginthehelpingprofessions,sothereisajustlikelinessthatshewould",other_malformed,4
P00447,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.Asawomanandasocialworker,I",other_malformed,4
P00448,climate change,B_optional,"Iwouldrespondwith4,asIimagineAnawouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediategovern",other_malformed,4
P00448,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iwouldliketoprovidean",other_malformed,4
P00449,climate change,B_optional,"Iwouldrespondwith4,asAnaisawomanwhoworksinagivenfield(veterinarymedicine)thatistimatelyconcernedwiththeenvironment",other_malformed,4
P00450,climate change,B_optional,"Iwouldrespondwith4,asAnais65yearsoldandlikelytobeawareoftheclimatechangeissueanditsimplications.However,",other_malformed,4
P00450,gender equality,B_optional,"Iwouldrespondwith4,asAnaisfortheequalrightsandopportunitiesformenandwomen.However,Iamnotentirelycertain,as",other_malformed,4
P00541,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00541,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00541,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00542,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahmightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00542,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00542,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00543,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00543,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahislikelytobelargelyinfavorofequalityandopportunitiesforall,includingmenand",other_malformed,4
P00543,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00544,climate change,B_optional,"Iwouldrespondwith4,ashemaybelookingfortransformationalandurgingforimmediateaction.However,it'simportanttoremember",other_malformed,4
P00544,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00545,climate change,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediategovernmentaction",other_malformed,4
P00545,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00545,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00546,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahmightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00546,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00547,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahmightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00547,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00547,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00548,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00548,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00548,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbeabsolutelycertainwithoutknowingmoreabouthispersonalbeliefsandvalues",other_malformed,4
P00548,trust in government,B_optional,"Iwouldrespondwith4,asIthinkNoahmightagreewiththestatementthatthegovernmentcangenerallybetrustedtoactinthebestinterestoft",other_malformed,4
P00549,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00549,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahislikelytobelargelyinfavorofequalityandopportunitiesforall,includingmenand",other_malformed,4
P00549,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00549,trust in government,B_optional,"Iwouldrespondwith4,asIthinkNoahmightagreewiththestatementthatthegovernmentcangenerallybetrustedtoactinthebest",other_malformed,4
P00550,climate change,B_optional,"Iwouldrespondwith4,ashemaybelookingfortransformationalandurgingforimmediateaction.However,it'simportanttoremember",other_malformed,4
P00550,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00550,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00551,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00551,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00552,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00552,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00552,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbeabsolutelycertainwithoutknowingmoreabouthispersonalbeliefsandvalues",other_malformed,4
P00553,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00553,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00553,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00554,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00554,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00554,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthathomosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00555,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00555,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahislikelytobelargelyinfavorofequalityandopportunitiesforall,includingmenand",other_malformed,4
P00555,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00556,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00556,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00557,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahmightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00557,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00557,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthathomosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00558,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00558,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahislikelytobelargelyinfavorofequalityandopportunitiesforall,includingmenand",other_malformed,4
P00558,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00559,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00559,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00559,lgbtq rights,B_optional,"Iwouldrespondwith4,asheisopenabouthisidentifiymaybedecidingthatheagreeswiththestatement.However,I",other_malformed,4
P00560,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahmightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00560,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00561,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00561,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahislikelytobelargelyinfavorofequalityandopportunitiesforall,includingmenand",other_malformed,4
P00561,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00562,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00562,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthathomosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00563,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahmightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00563,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahislikelytolikeetheideaofequalityandopportunitiesforall,especiallyconsideringhishist",other_malformed,4
P00563,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00564,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00564,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahislikelytolikeetheideaofequalityandopportunitiesforall,especiallyconsideringhismother",other_malformed,4
P00564,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00564,trust in government,B_optional,"Iwouldrespondwith4,asIthinkNoahmightagreewiththestatementthatthegovernmentcangenerallybetrustedtoactinthebestinterestoft",other_malformed,4
P00565,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00566,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00567,climate change,B_optional,"Iwouldrespondwith4,ashemaybelookingfortransformationalchangeandmaybelookingforgovernmenttoplayamoreactiverole.",other_malformed,4
P00567,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00567,lgbtq rights,B_optional,"Iwouldrespondwith4,asheisopenabouthisidentifiymaybedecidingthatthisstatementistrue.However,Icannotbe",other_malformed,4
P00568,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahmightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00568,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00569,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00569,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00570,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahmightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00570,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00570,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00571,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00571,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00571,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00572,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00572,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00572,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00573,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00573,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00574,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00574,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00575,climate change,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediategovernmentaction",other_malformed,4
P00575,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00575,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00576,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00576,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00577,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00577,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatementthatmenandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00577,lgbtq rights,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Homosexualityandsame-sexrelationshipsshouldbefullyaccepted",other_malformed,4
P00578,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00578,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
P00578,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00578,trust in government,B_optional,"Iwouldrespondwith4,asIthinkNoahmightagreewiththestatementthatthegovernmentcangenerallybetrustedtoactinthebest",other_malformed,4
P00579,climate change,B_optional,"Iwouldrespondwith4,ashemaybelookingformoreactionfromgovernmentsolvingtheissueofclimatechange.However,Icannot",other_malformed,4
P00579,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement.However,Icannotbeentirelycertainwithoutknowingmoreabouthispersonal",other_malformed,4
P00579,lgbtq rights,B_optional,"Iwouldrespondwith4,ashemightagreewiththestatement.However,Icannotbe100%certainwithoutknowingmoreabouthispersonal",other_malformed,4
P00580,climate change,B_optional,"Iwouldrespondwith4,asIimagineNoahwouldagreewiththestatementthatclimatechangeisaseriousthreatthatrequiresimmediateg",other_malformed,4
P00580,gender equality,B_optional,"Iwouldrespondwith4,asIthinkNoahwouldagreewiththestatement""Menandwomenshouldhaveequalrightsandopportunitiesin",other_malformed,4
