persona_id,topic,country,profession,a_valid,a_rating,b_answered,b_abstained,b_rating
P00285,religion and secularism,Brazil,flight attendant,True,3.0,True,False,3.0
P00285,economic redistribution,Brazil,flight attendant,True,4.0,True,False,4.0
P00285,trust in government,Brazil,flight attendant,True,3.0,True,False,3.0
P00286,climate change,Brazil,hairdresser,True,4.0,True,False,4.0
P00286,gender equality,Brazil,hairdresser,True,4.0,True,False,4.0
P00286,immigration,Brazil,hairdresser,True,4.0,True,False,4.0
P00286,lgbtq rights,Brazil,hairdresser,True,4.0,True,False,4.0
P00286,religion and secularism,Brazil,hairdresser,True,3.0,True,False,3.0
P00286,economic redistribution,Brazil,hairdresser,True,4.0,True,False,4.0
P00286,trust in government,Brazil,hairdresser,True,3.0,True,False,3.0
P00287,climate change,Brazil,janitor,True,4.0,True,False,4.0
P00287,gender equality,Brazil,janitor,True,4.0,True,False,4.0
P00287,immigration,Brazil,janitor,True,4.0,True,False,4.0
P00287,lgbtq rights,Brazil,janitor,True,4.0,True,False,4.0
P00287,religion and secularism,Brazil,janitor,True,3.0,True,False,3.0
P00287,economic redistribution,Brazil,janitor,True,4.0,True,False,4.0
P00287,trust in government,Brazil,janitor,True,3.0,True,False,3.0
P00288,climate change,Brazil,journalist,True,4.0,True,False,4.0
P00288,gender equality,Brazil,journalist,True,5.0,True,False,4.0
P00288,immigration,Brazil,journalist,True,4.0,True,False,4.0
P00288,lgbtq rights,Brazil,journalist,True,4.0,True,False,4.0
P00288,religion and secularism,Brazil,journalist,True,3.0,True,False,3.0
P00288,economic redistribution,Brazil,journalist,True,4.0,True,False,4.0
P00288,trust in government,Brazil,journalist,True,3.0,True,False,2.0
P00289,climate change,Brazil,lawyer,True,4.0,True,False,4.0
P00289,gender equality,Brazil,lawyer,True,5.0,True,False,4.0
P00289,immigration,Brazil,lawyer,True,4.0,True,False,4.0
P00289,lgbtq rights,Brazil,lawyer,True,4.0,True,False,4.0
P00289,religion and secularism,Brazil,lawyer,True,3.0,True,False,3.0
P00289,economic redistribution,Brazil,lawyer,True,4.0,True,False,4.0
P00289,trust in government,Brazil,lawyer,True,4.0,True,False,3.0
P00290,climate change,Brazil,mechanic,True,4.0,True,False,4.0
P00290,gender equality,Brazil,mechanic,True,4.0,True,False,4.0
P00290,immigration,Brazil,mechanic,True,4.0,True,False,4.0
P00290,lgbtq rights,Brazil,mechanic,True,4.0,True,False,4.0
P00290,religion and secularism,Brazil,mechanic,True,3.0,True,False,3.0
P00290,economic redistribution,Brazil,mechanic,True,4.0,True,False,4.0
P00290,trust in government,Brazil,mechanic,True,3.0,True,False,3.0
P00291,climate change,Brazil,paramedic,True,4.0,True,False,4.0
P00291,gender equality,Brazil,paramedic,True,5.0,True,False,4.0
P00291,immigration,Brazil,paramedic,True,4.0,True,False,4.0
P00291,lgbtq rights,Brazil,paramedic,True,4.0,True,False,4.0
P00291,religion and secularism,Brazil,paramedic,True,3.0,True,False,3.0
P00291,economic redistribution,Brazil,paramedic,True,4.0,True,False,4.0
P00291,trust in government,Brazil,paramedic,True,3.0,True,False,3.0
P00292,climate change,Brazil,pharmacist,True,4.0,True,False,4.0
P00292,gender equality,Brazil,pharmacist,True,5.0,True,False,4.0
P00292,immigration,Brazil,pharmacist,True,4.0,True,False,4.0
P00292,lgbtq rights,Brazil,pharmacist,True,4.0,True,False,4.0
P00292,religion and secularism,Brazil,pharmacist,True,3.0,True,False,3.0
P00292,economic redistribution,Brazil,pharmacist,True,4.0,True,False,4.0
P00292,trust in government,Brazil,pharmacist,True,4.0,True,False,3.0
P00293,climate change,Brazil,plumber,True,4.0,True,False,4.0
P00293,gender equality,Brazil,plumber,True,4.0,True,False,4.0
P00293,immigration,Brazil,plumber,True,4.0,True,False,4.0
P00293,lgbtq rights,Brazil,plumber,True,4.0,True,False,4.0
P00293,religion and secularism,Brazil,plumber,True,3.0,True,False,3.0
P00293,economic redistribution,Brazil,plumber,True,4.0,True,False,4.0
P00293,trust in government,Brazil,plumber,True,3.0,True,False,3.0
P00294,climate change,Brazil,police officer,True,4.0,True,False,4.0
P00294,gender equality,Brazil,police officer,True,4.0,True,False,4.0
P00294,immigration,Brazil,police officer,True,4.0,True,False,4.0
P00294,lgbtq rights,Brazil,police officer,True,4.0,True,False,4.0
P00294,religion and secularism,Brazil,police officer,True,3.0,True,False,3.0
P00294,economic redistribution,Brazil,police officer,True,4.0,True,False,4.0
P00294,trust in government,Brazil,police officer,True,4.0,True,False,2.0
P00295,climate change,Brazil,real estate agent,True,4.0,True,False,4.0
P00295,gender equality,Brazil,real estate agent,True,4.0,True,False,4.0
P00295,immigration,Brazil,real estate agent,True,4.0,True,False,4.0
P00295,lgbtq rights,Brazil,real estate agent,True,4.0,True,False,4.0
P00295,religion and secularism,Brazil,real estate agent,True,3.0,True,False,3.0
P00295,economic redistribution,Brazil,real estate agent,True,4.0,True,False,4.0
P00295,trust in government,Brazil,real estate agent,True,3.0,True,False,3.0
P00296,climate change,Brazil,registered nurse,True,4.0,True,False,4.0
P00296,gender equality,Brazil,registered nurse,True,5.0,True,False,4.0
P00296,immigration,Brazil,registered nurse,True,4.0,True,False,4.0
P00296,lgbtq rights,Brazil,registered nurse,True,4.0,True,False,4.0
P00296,religion and secularism,Brazil,registered nurse,True,3.0,True,False,3.0
P00296,economic redistribution,Brazil,registered nurse,True,4.0,True,False,4.0
P00296,trust in government,Brazil,registered nurse,True,3.0,True,False,3.0
P00297,climate change,Brazil,social worker,True,4.0,True,False,4.0
P00297,gender equality,Brazil,social worker,True,5.0,True,False,4.0
P00297,immigration,Brazil,social worker,True,4.0,True,False,4.0
P00297,lgbtq rights,Brazil,social worker,True,4.0,True,False,4.0
P00297,religion and secularism,Brazil,social worker,True,3.0,True,False,3.0
P00297,economic redistribution,Brazil,social worker,True,4.0,True,False,4.0
P00297,trust in government,Brazil,social worker,True,3.0,True,False,2.0
P00298,climate change,Brazil,truck driver,True,4.0,True,False,4.0
P00298,gender equality,Brazil,truck driver,True,4.0,True,False,4.0
P00298,immigration,Brazil,truck driver,True,4.0,True,False,4.0
P00298,lgbtq rights,Brazil,truck driver,True,4.0,True,False,4.0
P00298,religion and secularism,Brazil,truck driver,True,3.0,True,False,3.0
P00298,economic redistribution,Brazil,truck driver,True,4.0,True,False,4.0
P00298,trust in government,Brazil,truck driver,True,3.0,True,False,3.0
P00299,climate change,Brazil,veterinarian,True,4.0,True,False,4.0
P00299,gender equality,Brazil,veterinarian,True,5.0,True,False,4.0
P00299,immigration,Brazil,veterinarian,True,4.0,True,False,4.0
P00299,lgbtq rights,Brazil,veterinarian,True,4.0,True,False,4.0
P00299,religion and secularism,Brazil,veterinarian,True,3.0,True,False,3.0
P00299,economic redistribution,Brazil,veterinarian,True,4.0,True,False,4.0
P00299,trust in government,Brazil,veterinarian,True,3.0,True,False,3.0
P00300,climate change,Brazil,waiter,True,4.0,True,False,4.0
P00300,gender equality,Brazil,waiter,True,4.0,True,False,4.0
P00300,immigration,Brazil,waiter,True,4.0,True,False,4.0
P00300,lgbtq rights,Brazil,waiter,True,4.0,True,False,4.0
P00300,religion and secularism,Brazil,waiter,True,3.0,True,False,3.0
P00300,economic redistribution,Brazil,waiter,True,4.0,True,False,4.0
P00300,trust in government,Brazil,waiter,True,3.0,True,False,3.0
P00301,climate change,Brazil,accountant,True,4.0,True,False,4.0
P00301,gender equality,Brazil,accountant,True,4.0,True,False,4.0
P00301,immigration,Brazil,accountant,True,4.0,True,False,4.0
P00301,lgbtq rights,Brazil,accountant,True,4.0,True,False,4.0
P00301,religion and secularism,Brazil,accountant,True,3.0,True,False,3.0
P00301,economic redistribution,Brazil,accountant,True,4.0,True,False,4.0
P00301,trust in government,Brazil,accountant,True,4.0,True,False,3.0
P00302,climate change,Brazil,administrative assistant,True,4.0,True,False,4.0
P00302,gender equality,Brazil,administrative assistant,True,4.0,True,False,4.0
P00302,immigration,Brazil,administrative assistant,True,4.0,True,False,4.0
P00302,lgbtq rights,Brazil,administrative assistant,True,4.0,True,False,4.0
P00302,religion and secularism,Brazil,administrative assistant,True,3.0,True,False,3.0
P00302,economic redistribution,Brazil,administrative assistant,True,4.0,True,False,4.0
P00302,trust in government,Brazil,administrative assistant,True,3.0,True,False,3.0
P00303,climate change,Brazil,architect,True,4.0,True,False,4.0
P00303,gender equality,Brazil,architect,True,4.0,True,False,4.0
P00303,immigration,Brazil,architect,True,4.0,True,False,4.0
P00303,lgbtq rights,Brazil,architect,True,4.0,True,False,4.0
P00303,religion and secularism,Brazil,architect,True,3.0,True,False,3.0
P00303,economic redistribution,Brazil,architect,True,4.0,True,False,4.0
P00303,trust in government,Brazil,architect,True,3.0,True,False,3.0
P00304,climate change,Brazil,bank teller,True,4.0,True,False,4.0
P00304,gender equality,Brazil,bank teller,True,4.0,True,False,4.0
P00304,immigration,Brazil,bank teller,True,4.0,True,False,4.0
P00304,lgbtq rights,Brazil,bank teller,True,4.0,True,False,4.0
P00304,religion and secularism,Brazil,bank teller,True,3.0,True,False,3.0
P00304,economic redistribution,Brazil,bank teller,True,4.0,True,False,4.0
P00304,trust in government,Brazil,bank teller,True,3.0,True,False,3.0
P00305,climate change,Brazil,business manager,True,4.0,True,False,4.0
P00305,gender equality,Brazil,business manager,True,4.0,True,False,4.0
P00305,immigration,Brazil,business manager,True,4.0,True,False,4.0
P00305,lgbtq rights,Brazil,business manager,True,4.0,True,False,4.0
P00305,religion and secularism,Brazil,business manager,True,3.0,True,False,3.0
P00305,economic redistribution,Brazil,business manager,True,4.0,True,False,4.0
P00305,trust in government,Brazil,business manager,True,4.0,True,False,3.0
P00306,climate change,Brazil,cashier,True,4.0,True,False,4.0
P00306,gender equality,Brazil,cashier,True,4.0,True,False,4.0
P00306,immigration,Brazil,cashier,True,4.0,True,False,4.0
P00306,lgbtq rights,Brazil,cashier,True,4.0,True,False,4.0
P00306,religion and secularism,Brazil,cashier,True,3.0,True,False,3.0
P00306,economic redistribution,Brazil,cashier,True,4.0,True,False,4.0
P00306,trust in government,Brazil,cashier,True,3.0,True,False,3.0
P00307,climate change,Brazil,chef,True,4.0,True,False,4.0
P00307,gender equality,Brazil,chef,True,4.0,True,False,4.0
P00307,immigration,Brazil,chef,True,4.0,True,False,4.0
P00307,lgbtq rights,Brazil,chef,True,4.0,True,False,4.0
P00307,religion and secularism,Brazil,chef,True,3.0,True,False,3.0
P00307,economic redistribution,Brazil,chef,True,4.0,True,False,4.0
P00307,trust in government,Brazil,chef,True,3.0,True,False,3.0
P00308,climate change,Brazil,civil engineer,True,4.0,True,False,4.0
P00308,gender equality,Brazil,civil engineer,True,4.0,True,False,4.0
P00308,immigration,Brazil,civil engineer,True,4.0,True,False,4.0
P00308,lgbtq rights,Brazil,civil engineer,True,4.0,True,False,4.0
P00308,religion and secularism,Brazil,civil engineer,True,3.0,True,False,3.0
P00308,economic redistribution,Brazil,civil engineer,True,4.0,True,False,4.0
P00308,trust in government,Brazil,civil engineer,True,4.0,True,False,3.0
P00309,climate change,Brazil,computer programmer,True,4.0,True,False,4.0
P00309,gender equality,Brazil,computer programmer,True,4.0,True,False,4.0
P00309,immigration,Brazil,computer programmer,True,4.0,True,False,4.0
P00309,lgbtq rights,Brazil,computer programmer,True,4.0,True,False,4.0
P00309,religion and secularism,Brazil,computer programmer,True,3.0,True,False,3.0
P00309,economic redistribution,Brazil,computer programmer,True,4.0,True,False,4.0
P00309,trust in government,Brazil,computer programmer,True,3.0,True,False,3.0
P00310,climate change,Brazil,construction worker,True,4.0,True,False,4.0
P00310,gender equality,Brazil,construction worker,True,4.0,True,False,4.0
P00310,immigration,Brazil,construction worker,True,4.0,True,False,4.0
P00310,lgbtq rights,Brazil,construction worker,True,4.0,True,False,4.0
P00310,religion and secularism,Brazil,construction worker,True,4.0,True,False,3.0
P00310,economic redistribution,Brazil,construction worker,True,4.0,True,False,4.0
P00310,trust in government,Brazil,construction worker,True,3.0,True,False,3.0
P00311,climate change,Brazil,doctor,True,4.0,True,False,4.0
P00311,gender equality,Brazil,doctor,True,5.0,True,False,4.0
P00311,immigration,Brazil,doctor,True,4.0,True,False,4.0
P00311,lgbtq rights,Brazil,doctor,True,4.0,True,False,4.0
P00311,religion and secularism,Brazil,doctor,True,3.0,True,False,3.0
P00311,economic redistribution,Brazil,doctor,True,4.0,True,False,4.0
P00311,trust in government,Brazil,doctor,True,4.0,True,False,3.0
P00312,climate change,Brazil,electrician,True,4.0,True,False,4.0
P00312,gender equality,Brazil,electrician,True,4.0,True,False,4.0
P00312,immigration,Brazil,electrician,True,4.0,True,False,4.0
P00312,lgbtq rights,Brazil,electrician,True,4.0,True,False,4.0
P00312,religion and secularism,Brazil,electrician,True,3.0,True,False,3.0
P00312,economic redistribution,Brazil,electrician,True,4.0,True,False,4.0
P00312,trust in government,Brazil,electrician,True,3.0,True,False,3.0
P00313,climate change,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00313,gender equality,Brazil,elementary school teacher,True,5.0,True,False,4.0
P00313,immigration,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00313,lgbtq rights,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00313,religion and secularism,Brazil,elementary school teacher,True,3.0,True,False,3.0
P00313,economic redistribution,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00313,trust in government,Brazil,elementary school teacher,True,4.0,True,False,3.0
P00314,climate change,Brazil,farmer,True,4.0,True,False,4.0
P00314,gender equality,Brazil,farmer,True,4.0,True,False,4.0
P00314,immigration,Brazil,farmer,True,4.0,True,False,4.0
P00314,lgbtq rights,Brazil,farmer,True,4.0,True,False,4.0
P00314,religion and secularism,Brazil,farmer,True,4.0,True,False,3.0
P00314,economic redistribution,Brazil,farmer,True,4.0,True,False,4.0
P00314,trust in government,Brazil,farmer,True,3.0,True,False,3.0
P00315,climate change,Brazil,flight attendant,True,4.0,True,False,4.0
P00315,gender equality,Brazil,flight attendant,True,5.0,True,False,4.0
P00315,immigration,Brazil,flight attendant,True,4.0,True,False,4.0
P00315,lgbtq rights,Brazil,flight attendant,True,4.0,True,False,4.0
P00315,religion and secularism,Brazil,flight attendant,True,3.0,True,False,3.0
P00315,economic redistribution,Brazil,flight attendant,True,4.0,True,False,4.0
P00315,trust in government,Brazil,flight attendant,True,3.0,True,False,3.0
P00316,climate change,Brazil,hairdresser,True,4.0,True,False,4.0
P00316,gender equality,Brazil,hairdresser,True,4.0,True,False,4.0
P00316,immigration,Brazil,hairdresser,True,4.0,True,False,4.0
P00316,lgbtq rights,Brazil,hairdresser,True,4.0,True,False,4.0
P00316,religion and secularism,Brazil,hairdresser,True,3.0,True,False,3.0
P00316,economic redistribution,Brazil,hairdresser,True,4.0,True,False,4.0
P00316,trust in government,Brazil,hairdresser,True,3.0,True,False,3.0
P00317,climate change,Brazil,janitor,True,4.0,True,False,4.0
P00317,gender equality,Brazil,janitor,True,4.0,True,False,4.0
P00317,immigration,Brazil,janitor,True,4.0,True,False,4.0
P00317,lgbtq rights,Brazil,janitor,True,4.0,True,False,4.0
P00317,religion and secularism,Brazil,janitor,True,3.0,True,False,3.0
P00317,economic redistribution,Brazil,janitor,True,4.0,True,False,4.0
P00317,trust in government,Brazil,janitor,True,3.0,True,False,3.0
P00318,climate change,Brazil,journalist,True,4.0,True,False,4.0
P00318,gender equality,Brazil,journalist,True,5.0,True,False,4.0
P00318,immigration,Brazil,journalist,True,4.0,True,False,4.0
P00318,lgbtq rights,Brazil,journalist,True,4.0,True,False,4.0
P00318,religion and secularism,Brazil,journalist,True,3.0,True,False,3.0
P00318,economic redistribution,Brazil,journalist,True,4.0,True,False,4.0
P00318,trust in government,Brazil,journalist,True,3.0,True,False,2.0
P00319,climate change,Brazil,lawyer,True,4.0,True,False,4.0
P00319,gender equality,Brazil,lawyer,True,4.0,True,False,4.0
P00319,immigration,Brazil,lawyer,True,4.0,True,False,4.0
P00319,lgbtq rights,Brazil,lawyer,True,4.0,True,False,4.0
P00319,religion and secularism,Brazil,lawyer,True,3.0,True,False,3.0
P00319,economic redistribution,Brazil,lawyer,True,4.0,True,False,4.0
P00319,trust in government,Brazil,lawyer,True,4.0,True,False,3.0
P00320,climate change,Brazil,mechanic,True,4.0,True,False,4.0
P00320,gender equality,Brazil,mechanic,True,4.0,True,False,4.0
P00320,immigration,Brazil,mechanic,True,4.0,True,False,4.0
P00320,lgbtq rights,Brazil,mechanic,True,4.0,True,False,4.0
P00320,religion and secularism,Brazil,mechanic,True,3.0,True,False,3.0
P00320,economic redistribution,Brazil,mechanic,True,4.0,True,False,4.0
P00320,trust in government,Brazil,mechanic,True,3.0,True,False,3.0
P00321,climate change,Brazil,paramedic,True,4.0,True,False,4.0
P00321,gender equality,Brazil,paramedic,True,5.0,True,False,4.0
P00321,immigration,Brazil,paramedic,True,4.0,True,False,4.0
P00321,lgbtq rights,Brazil,paramedic,True,4.0,True,False,4.0
P00321,religion and secularism,Brazil,paramedic,True,3.0,True,False,3.0
P00321,economic redistribution,Brazil,paramedic,True,4.0,True,False,4.0
P00321,trust in government,Brazil,paramedic,True,3.0,True,False,3.0
P00322,climate change,Brazil,pharmacist,True,4.0,True,False,4.0
P00322,gender equality,Brazil,pharmacist,True,4.0,True,False,4.0
P00322,immigration,Brazil,pharmacist,True,4.0,True,False,4.0
P00322,lgbtq rights,Brazil,pharmacist,True,4.0,True,False,4.0
P00322,religion and secularism,Brazil,pharmacist,True,3.0,True,False,3.0
P00322,economic redistribution,Brazil,pharmacist,True,4.0,True,False,4.0
P00322,trust in government,Brazil,pharmacist,True,4.0,True,False,3.0
P00323,climate change,Brazil,plumber,True,4.0,True,False,4.0
P00323,gender equality,Brazil,plumber,True,4.0,True,False,4.0
P00323,immigration,Brazil,plumber,True,4.0,True,False,4.0
P00323,lgbtq rights,Brazil,plumber,True,4.0,True,False,4.0
P00323,religion and secularism,Brazil,plumber,True,3.0,True,False,3.0
P00323,economic redistribution,Brazil,plumber,True,4.0,True,False,4.0
P00323,trust in government,Brazil,plumber,True,3.0,True,False,3.0
P00324,climate change,Brazil,police officer,True,4.0,True,False,4.0
P00324,gender equality,Brazil,police officer,True,4.0,True,False,4.0
P00324,immigration,Brazil,police officer,True,4.0,True,False,4.0
P00324,lgbtq rights,Brazil,police officer,True,4.0,True,False,4.0
P00324,religion and secularism,Brazil,police officer,True,3.0,True,False,3.0
P00324,economic redistribution,Brazil,police officer,True,4.0,True,False,4.0
P00324,trust in government,Brazil,police officer,True,4.0,True,False,2.0
P00325,climate change,Brazil,real estate agent,True,4.0,True,False,4.0
P00325,gender equality,Brazil,real estate agent,True,4.0,True,False,4.0
P00325,immigration,Brazil,real estate agent,True,4.0,True,False,4.0
P00325,lgbtq rights,Brazil,real estate agent,True,4.0,True,False,4.0
P00325,religion and secularism,Brazil,real estate agent,True,3.0,True,False,3.0
P00325,economic redistribution,Brazil,real estate agent,True,4.0,True,False,4.0
P00325,trust in government,Brazil,real estate agent,True,4.0,True,False,3.0
P00326,climate change,Brazil,registered nurse,True,4.0,True,False,4.0
P00326,gender equality,Brazil,registered nurse,True,5.0,True,False,4.0
P00326,immigration,Brazil,registered nurse,True,4.0,True,False,4.0
P00326,lgbtq rights,Brazil,registered nurse,True,4.0,True,False,4.0
P00326,religion and secularism,Brazil,registered nurse,True,3.0,True,False,3.0
P00326,economic redistribution,Brazil,registered nurse,True,4.0,True,False,4.0
P00326,trust in government,Brazil,registered nurse,True,4.0,True,False,3.0
P00327,climate change,Brazil,social worker,True,4.0,True,False,4.0
P00327,gender equality,Brazil,social worker,True,5.0,True,False,4.0
P00327,immigration,Brazil,social worker,True,4.0,True,False,4.0
P00327,lgbtq rights,Brazil,social worker,True,4.0,True,False,4.0
P00327,religion and secularism,Brazil,social worker,True,3.0,True,False,3.0
P00327,economic redistribution,Brazil,social worker,True,4.0,True,False,4.0
P00327,trust in government,Brazil,social worker,True,3.0,True,False,2.0
P00328,climate change,Brazil,truck driver,True,4.0,True,False,4.0
P00328,gender equality,Brazil,truck driver,True,4.0,True,False,4.0
P00328,immigration,Brazil,truck driver,True,4.0,True,False,4.0
P00328,lgbtq rights,Brazil,truck driver,True,4.0,True,False,4.0
P00328,religion and secularism,Brazil,truck driver,True,3.0,True,False,3.0
P00328,economic redistribution,Brazil,truck driver,True,4.0,True,False,4.0
P00328,trust in government,Brazil,truck driver,True,3.0,True,False,3.0
P00329,climate change,Brazil,veterinarian,True,4.0,True,False,4.0
P00329,gender equality,Brazil,veterinarian,True,5.0,True,False,4.0
P00329,immigration,Brazil,veterinarian,True,4.0,True,False,4.0
P00329,lgbtq rights,Brazil,veterinarian,True,4.0,True,False,4.0
P00329,religion and secularism,Brazil,veterinarian,True,3.0,True,False,3.0
P00329,economic redistribution,Brazil,veterinarian,True,4.0,True,False,4.0
P00329,trust in government,Brazil,veterinarian,True,4.0,True,False,3.0
P00330,climate change,Brazil,waiter,True,4.0,True,False,4.0
P00330,gender equality,Brazil,waiter,True,4.0,True,False,4.0
P00330,immigration,Brazil,waiter,True,4.0,True,False,4.0
P00330,lgbtq rights,Brazil,waiter,True,4.0,True,False,4.0
P00330,religion and secularism,Brazil,waiter,True,3.0,True,False,3.0
P00330,economic redistribution,Brazil,waiter,True,4.0,True,False,4.0
P00330,trust in government,Brazil,waiter,True,3.0,True,False,3.0
P00331,climate change,Brazil,accountant,True,4.0,True,False,4.0
P00331,gender equality,Brazil,accountant,True,4.0,True,False,4.0
P00331,immigration,Brazil,accountant,True,4.0,True,False,4.0
P00331,lgbtq rights,Brazil,accountant,True,4.0,True,False,4.0
P00331,religion and secularism,Brazil,accountant,True,4.0,True,False,3.0
P00331,economic redistribution,Brazil,accountant,True,4.0,True,False,4.0
P00331,trust in government,Brazil,accountant,True,4.0,True,False,4.0
P00332,climate change,Brazil,administrative assistant,True,4.0,True,False,4.0
P00332,gender equality,Brazil,administrative assistant,True,4.0,True,False,4.0
P00332,immigration,Brazil,administrative assistant,True,4.0,True,False,4.0
P00332,lgbtq rights,Brazil,administrative assistant,True,4.0,True,False,4.0
P00332,religion and secularism,Brazil,administrative assistant,True,3.0,True,False,3.0
P00332,economic redistribution,Brazil,administrative assistant,True,4.0,True,False,4.0
P00332,trust in government,Brazil,administrative assistant,True,4.0,True,False,3.0
P00333,climate change,Brazil,architect,True,4.0,True,False,4.0
P00333,gender equality,Brazil,architect,True,4.0,True,False,4.0
P00333,immigration,Brazil,architect,True,4.0,True,False,4.0
P00333,lgbtq rights,Brazil,architect,True,4.0,True,False,4.0
P00333,religion and secularism,Brazil,architect,True,3.0,True,False,3.0
P00333,economic redistribution,Brazil,architect,True,4.0,True,False,4.0
P00333,trust in government,Brazil,architect,True,4.0,True,False,3.0
P00334,climate change,Brazil,bank teller,True,4.0,True,False,4.0
P00334,gender equality,Brazil,bank teller,True,4.0,True,False,4.0
P00334,immigration,Brazil,bank teller,True,4.0,True,False,4.0
P00334,lgbtq rights,Brazil,bank teller,True,4.0,True,False,4.0
P00334,religion and secularism,Brazil,bank teller,True,3.0,True,False,3.0
P00334,economic redistribution,Brazil,bank teller,True,4.0,True,False,4.0
P00334,trust in government,Brazil,bank teller,True,4.0,True,False,3.0
P00335,climate change,Brazil,business manager,True,4.0,True,False,4.0
P00335,gender equality,Brazil,business manager,True,4.0,True,False,4.0
P00335,immigration,Brazil,business manager,True,4.0,True,False,4.0
P00335,lgbtq rights,Brazil,business manager,True,4.0,True,False,4.0
P00335,religion and secularism,Brazil,business manager,True,4.0,True,False,4.0
P00335,economic redistribution,Brazil,business manager,True,4.0,True,False,4.0
P00335,trust in government,Brazil,business manager,True,4.0,True,False,3.0
P00336,climate change,Brazil,cashier,True,4.0,True,False,4.0
P00336,gender equality,Brazil,cashier,True,4.0,True,False,4.0
P00336,immigration,Brazil,cashier,True,4.0,True,False,4.0
P00336,lgbtq rights,Brazil,cashier,True,4.0,True,False,4.0
P00336,religion and secularism,Brazil,cashier,True,3.0,True,False,3.0
P00336,economic redistribution,Brazil,cashier,True,4.0,True,False,4.0
P00336,trust in government,Brazil,cashier,True,3.0,True,False,3.0
P00337,climate change,Brazil,chef,True,4.0,True,False,4.0
P00337,gender equality,Brazil,chef,True,4.0,True,False,4.0
P00337,immigration,Brazil,chef,True,4.0,True,False,4.0
P00337,lgbtq rights,Brazil,chef,True,4.0,True,False,4.0
P00337,religion and secularism,Brazil,chef,True,3.0,True,False,3.0
P00337,economic redistribution,Brazil,chef,True,4.0,True,False,4.0
P00337,trust in government,Brazil,chef,True,4.0,True,False,3.0
P00338,climate change,Brazil,civil engineer,True,4.0,True,False,4.0
P00338,gender equality,Brazil,civil engineer,True,4.0,True,False,4.0
P00338,immigration,Brazil,civil engineer,True,4.0,True,False,4.0
P00338,lgbtq rights,Brazil,civil engineer,True,4.0,True,False,4.0
P00338,religion and secularism,Brazil,civil engineer,True,3.0,True,False,3.0
P00338,economic redistribution,Brazil,civil engineer,True,4.0,True,False,4.0
P00338,trust in government,Brazil,civil engineer,True,4.0,True,False,4.0
P00339,climate change,Brazil,computer programmer,True,4.0,True,False,4.0
P00339,gender equality,Brazil,computer programmer,True,4.0,True,False,4.0
P00339,immigration,Brazil,computer programmer,True,4.0,True,False,4.0
P00339,lgbtq rights,Brazil,computer programmer,True,4.0,True,False,4.0
P00339,religion and secularism,Brazil,computer programmer,True,3.0,True,False,3.0
P00339,economic redistribution,Brazil,computer programmer,True,4.0,True,False,4.0
P00339,trust in government,Brazil,computer programmer,True,4.0,True,False,3.0
P00340,climate change,Brazil,construction worker,True,4.0,True,False,4.0
P00340,gender equality,Brazil,construction worker,True,4.0,True,False,4.0
P00340,immigration,Brazil,construction worker,True,4.0,True,False,4.0
P00340,lgbtq rights,Brazil,construction worker,True,4.0,True,False,4.0
P00340,religion and secularism,Brazil,construction worker,True,4.0,True,False,4.0
P00340,economic redistribution,Brazil,construction worker,True,4.0,True,False,4.0
P00340,trust in government,Brazil,construction worker,True,4.0,True,False,3.0
P00341,climate change,Brazil,doctor,True,4.0,True,False,4.0
P00341,gender equality,Brazil,doctor,True,4.0,True,False,4.0
P00341,immigration,Brazil,doctor,True,4.0,True,False,4.0
P00341,lgbtq rights,Brazil,doctor,True,4.0,True,False,4.0
P00341,religion and secularism,Brazil,doctor,True,4.0,True,False,4.0
P00341,economic redistribution,Brazil,doctor,True,4.0,True,False,4.0
P00341,trust in government,Brazil,doctor,True,4.0,True,False,4.0
P00342,climate change,Brazil,electrician,True,4.0,True,False,4.0
P00342,gender equality,Brazil,electrician,True,4.0,True,False,4.0
P00342,immigration,Brazil,electrician,True,4.0,True,False,4.0
P00342,lgbtq rights,Brazil,electrician,True,4.0,True,False,4.0
P00342,religion and secularism,Brazil,electrician,True,3.0,True,False,3.0
P00342,economic redistribution,Brazil,electrician,True,4.0,True,False,4.0
P00342,trust in government,Brazil,electrician,True,4.0,True,False,3.0
P00343,climate change,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00343,gender equality,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00343,immigration,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00343,lgbtq rights,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00343,religion and secularism,Brazil,elementary school teacher,True,3.0,True,False,3.0
P00343,economic redistribution,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00343,trust in government,Brazil,elementary school teacher,True,4.0,True,False,4.0
P00344,climate change,Brazil,farmer,True,4.0,True,False,4.0
P00344,gender equality,Brazil,farmer,True,4.0,True,False,4.0
P00344,immigration,Brazil,farmer,True,4.0,True,False,4.0
P00344,lgbtq rights,Brazil,farmer,True,4.0,True,False,4.0
P00344,religion and secularism,Brazil,farmer,True,4.0,True,False,4.0
P00344,economic redistribution,Brazil,farmer,True,4.0,True,False,4.0
